,source,interaction,target
21892,MST1R,1,MST1R_Y1360
21893,MST1R,1,MST1R_Y1239
21894,MST1R,1,MST1R_Y1353
21895,MST1R,1,MST1R_Y1238
21896,MST1R,1,MST1R_Y1198
21897,MST1R,1,MST1R_Y1288
21898,PTPN12,-1,PSTPIP1_Y345
21899,PTPN12,-1,JAK2_Y1007
21900,PTPN12,-1,JAK2_Y1008
21901,PTPN12,-1,ABL1_Y393
21902,PTPN12,-1,ABL1_Y412
21903,PTPN12,-1,INSR_Y999
21904,PTPN12,-1,INSR_Y1190
21905,PTPN12,-1,INSR_Y1185
21906,PTPN12,-1,INSR_Y1189
21907,PTPN12,-1,SRC_Y419
21908,PTPN12,-1,SHC1_Y350
21909,PTPN12,-1,SHC1_Y349
21910,PTPN12,-1,WAS_Y291
21911,PTPN12,-1,PTK2_Y397
21912,PTPN12,-1,GIT2_Y592
21913,PTPN12,-1,GIT2_Y392
21914,PTPN12,-1,GIT2_Y286
21915,PTPN12,-1,PTK2B_Y402
21916,PTPN12,-1,PTK2B_Y579
21917,PTPN12,-1,PTK2B_Y580
21918,PTK2,1,WASL_Y256
21919,PTK2,1,LAT_Y171
21920,PTK2,1,ACTN4_Y265
21921,PTK2,1,ACTN4_Y31
21922,PTK2,1,TRIO_Y2796
21923,PTK2,1,RET_Y905
21924,PTK2,1,ACTN1_Y193
21925,PTK2,1,ACTN1_Y12
21926,PTK2,1,ATP2B4_Y1176
21927,PTK2,1,ITGB7_Y753
21928,PTK2,1,ITGB7_Y758
21929,PTK2,1,PXN_Y31
21930,PTK2,1,PXN_Y118
21931,PTK2,1,BMX_Y40
21932,PTK2,1,BCAR1_Y710
21933,PTK2,1,BCAR1_Y653
21934,PTK2,1,BCAR1_Y664
21935,PTK2,1,BCAR1_Y410
21936,PTK2,1,BCAR1_Y456
21937,PTK2,1,BCAR1_Y712
21938,PTK2,1,BCAR1_Y666
21939,PTK2,1,RAC1_Y64
21940,PTK2,1,PTK2_Y576
21941,PTK2,1,PTK2_Y577
21942,PTK2,1,PTK2_Y397
21943,PTK2,1,PTK2_Y407
21944,PTK2,1,PTK2_Y861
21945,PTK2,1,PTK2_Y925
21946,PTK2,1,PTK2_S850
21947,PTK2,1,PTK2_S390
21948,PTK2,1,GRB7_Y211
21949,PTK2,1,GRB7_Y361
21950,PTK2,1,GRB7_Y188
21951,PTK2,1,GRB7_Y338
21952,PTK2,1,BECN1_Y233
21953,PTK2,1,SH3GL1_Y315
21954,PTK2,1,CDCP1_Y734
21955,PTK2,1,NANOG_Y174
21956,PTK2,1,NANOG_Y35
21957,PTK2,1,GIT1_Y321
21958,PRKCZ,1,IKBKB_S181
21959,PRKCZ,1,IKBKB_S177
21960,PRKCZ,1,PHGDH_S55
21961,PRKCZ,1,PHGDH_T57
21962,PRKCZ,1,PHGDH_T78
21963,PRKCZ,1,AQP9_S222
21964,PRKCZ,1,AQP9_S11
21965,PRKCZ,1,SPAG7_S57
21966,PRKCZ,1,CSDE1_S483
21967,PRKCZ,1,FAM13A_S329
21968,PRKCZ,1,GSN_S210
21969,PRKCZ,1,GSN_T310
21970,PRKCZ,1,ANXA2_S184
21971,PRKCZ,1,SP1_S641
21972,PRKCZ,1,SP1_T681
21973,PRKCZ,1,SP1_S670
21974,PRKCZ,1,SP1_T668
21975,PRKCZ,1,MET_S985
21976,PRKCZ,1,SNRNP70_S266
21977,PRKCZ,1,SNRNP70_S268
21978,PRKCZ,1,SNRNP70_S360
21979,PRKCZ,1,MAPT_S352
21980,PRKCZ,1,MAPT_S258
21981,PRKCZ,1,MAPT_S324
21982,PRKCZ,1,MAPT_S293
21983,PRKCZ,1,MAPT_S659
21984,PRKCZ,1,MAPT_S593
21985,PRKCZ,1,MAPT_S628
21986,PRKCZ,1,MAPT_S687
21987,PRKCZ,1,NCF1_S320
21988,PRKCZ,1,NCF1_S328
21989,PRKCZ,1,NCF1_S304
21990,PRKCZ,1,NCF1_S303
21991,PRKCZ,1,NCF1_S315
21992,PRKCZ,1,NCF1_S370
21993,PRKCZ,1,NCF1_S379
21994,PRKCZ,1,NCF1_S359
21995,PRKCZ,1,PRKCA_S657
21996,PRKCZ,1,PDC_S21
21997,PRKCZ,1,MARK3_T564
21998,PRKCZ,1,CHAT_S440
21999,PRKCZ,1,CHAT_S558
22000,PRKCZ,1,CHAT_S594
22001,PRKCZ,1,CHAT_S476
22002,PRKCZ,1,NOS3_T495
22003,PRKCZ,1,PEBP1_S153
22004,PRKCZ,1,AKT1_T34
22005,PRKCZ,1,AKT2_T309
22006,PRKCZ,1,YWHAB_T143
22007,PRKCZ,1,YWHAB_S132
22008,PRKCZ,1,CTNNB1_S45
22009,PRKCZ,1,IRS1_S441
22010,PRKCZ,1,IRS1_S1101
22011,PRKCZ,1,IRS1_S307
22012,PRKCZ,1,IRS1_T530
22013,PRKCZ,1,IRS1_T1103
22014,PRKCZ,1,IRS1_S323
22015,PRKCZ,1,IRS1_S1145
22016,PRKCZ,1,MYH10_S1968
22017,PRKCZ,1,MYH10_S1937
22018,PRKCZ,1,ADD1_S5
22019,PRKCZ,1,ADD1_S436
22020,PRKCZ,1,ADD1_S757
22021,PRKCZ,1,ADD1_S726
22022,PRKCZ,1,ADD2_S535
22023,PRKCZ,1,ADD2_S713
22024,PRKCZ,1,GRM5_S840
22025,PRKCZ,1,GRM5_T841
22026,PRKCZ,1,NOTCH1_S1791
22027,PRKCZ,1,YAP1_T110
22028,PRKCZ,1,YAP1_S109
22029,PRKCZ,1,NASP_S387
22030,PRKCZ,1,NUMB_S7
22031,PRKCZ,1,NUMB_S295
22032,PRKCZ,1,PSEN1_S346
22033,PRKCZ,1,GSK3B_S147
22034,PRKCZ,1,GSK3B_S9
22035,PRKCZ,1,GEM_S261
22036,PRKCZ,1,CASP9_S144
22037,PRKCZ,1,PTEN_S380
22038,PRKCZ,1,PTEN_T382
22039,PRKCZ,1,PTEN_T383
22040,PRKCZ,1,PSMA6_S17
22041,PRKCZ,1,RND3_S210
22042,PRKCZ,1,HNRNPK_S284
22043,PRKCZ,1,HNRNPK_S302
22044,PRKCZ,1,HNRNPK_S420
22045,PRKCZ,1,ADARB1_S216
22046,PRKCZ,1,ADARB1_S211
22047,PRKCZ,1,RELA_S311
22048,PRKCZ,1,YWHAH_S25
22049,PRKCZ,1,PRKCZ_T560
22050,PRKCZ,1,PRKCZ_T377
22051,PRKCZ,1,PRKCD_S664
22052,PRKCZ,1,BAX_S184
22053,PRKCZ,1,SRSF1_S238
22054,PRKCZ,1,SRSF1_S242
22055,PRKCZ,1,TRAF2_S55
22056,PRKCZ,1,TRIM28_S489
22057,PRKCZ,1,RPS6KA2_S218
22058,PRKCZ,1,RPS6KA2_S377
22059,PRKCZ,1,NR0B2_T55
22060,PRKCZ,1,TRIP10_S299
22061,PRKCZ,1,STK11_S307
22062,PRKCZ,1,STK11_S399
22063,PRKCZ,1,STK11_S428
22064,PRKCZ,1,DDB1_S645
22065,PRKCZ,1,NREP_S59
22066,PRKCZ,1,NREP_S103
22067,PRKCZ,1,OCLN_T404
22068,PRKCZ,1,OCLN_T438
22069,PRKCZ,1,OCLN_T424
22070,PRKCZ,1,OCLN_T403
22071,PRKCZ,1,HABP4_T375
22072,PRKCZ,1,HABP4_T354
22073,PRKCZ,1,LARP1_T545
22074,PRKCZ,1,LARP1_S747
22075,PRKCZ,1,SMARCD3_S247
22076,PRKCZ,1,MARK2_T596
22077,PRKCZ,1,CLASP1_S609
22078,PRKCZ,1,WWC1_S975
22079,PRKCZ,1,WWC1_S978
22080,PRKCZ,1,PIAS4_S18
22081,PRKCZ,1,PARD3_S827
22082,PRKCZ,1,PPP1R13L_T241
22083,PRKCZ,1,PPP1R13L_S395
22084,PRKCZ,1,PPP1R14A_T38
22085,PRKCZ,1,NR1H4_T442
22086,PRKCZ,1,ARID3A_S101
22087,PRKCZ,1,ARID3A_S357
22088,PRKCZ,1,RPS6KB2_S473
22089,PRKCZ,1,DAXX_S97
22090,PRKCZ,1,AKT3_S472
22091,PRKCZ,1,AKT3_T305
22092,PRKCZ,1,NCOA3_S1062
22093,PRKCZ,1,NCOA3_T1059
22094,PRKCZ,1,NCOA3_T1064
22095,PRKCZ,1,NCOA3_S1048
22096,PRKCZ,1,NCOA3_T1067
22097,PRKCZ,1,NCOA3_S1042
22098,PRKCZ,1,NCOA3_T1114
22099,PRKCZ,1,NCOA3_S1033
22100,PRKCD,1,DNM1L_S616
22101,PRKCD,1,PLD2_T566
22102,PRKCD,1,PLSCR1_T161
22103,PRKCD,1,TP73_S289
22104,PRKCD,1,BEST1_S298
22105,PRKCD,1,BEST1_S358
22106,PRKCD,1,BAG3_S187
22107,PRKCD,1,EGFR_T678
22108,PRKCD,1,CAT_S167
22109,PRKCD,1,GAPDH_T246
22110,PRKCD,1,TP53_S46
22111,PRKCD,1,ITGB2_T758
22112,PRKCD,1,ITGB2_S745
22113,PRKCD,1,ITGB2_S756
22114,PRKCD,1,EIF2S1_S52
22115,PRKCD,1,KRT8_S74
22116,PRKCD,1,KRT8_S456
22117,PRKCD,1,KRT8_S34
22118,PRKCD,1,KRT8_S102
22119,PRKCD,1,KRT8_S330
22120,PRKCD,1,NPM1_T199
22121,PRKCD,1,NPM1_T279
22122,PRKCD,1,DBI_T42
22123,PRKCD,1,ADRB2_S262
22124,PRKCD,1,ADRB2_S346
22125,PRKCD,1,ADRB2_S345
22126,PRKCD,1,ADRB2_S261
22127,PRKCD,1,MET_S1003
22128,PRKCD,1,MET_S985
22129,PRKCD,1,ADRA2A_S232
22130,PRKCD,1,NR2F6_S83
22131,PRKCD,1,MAPT_S579
22132,PRKCD,1,MAPT_S673
22133,PRKCD,1,MAPT_S298
22134,PRKCD,1,MAPT_S356
22135,PRKCD,1,MAPT_S691
22136,PRKCD,1,MAPT_S267
22137,PRKCD,1,MAPT_S262
22138,PRKCD,1,MAPT_S204
22139,PRKCD,1,MAPT_S597
22140,PRKCD,1,G6PD_T236
22141,PRKCD,1,G6PD_T266
22142,PRKCD,1,G6PD_S180
22143,PRKCD,1,G6PD_S210
22144,PRKCD,1,CDH1_T790
22145,PRKCD,1,SRC_S12
22146,PRKCD,1,CYBA_T147
22147,PRKCD,1,LCP1_S5
22148,PRKCD,1,NCF1_S303
22149,PRKCD,1,NCF1_S315
22150,PRKCD,1,NCF1_S379
22151,PRKCD,1,NCF1_S320
22152,PRKCD,1,NCF1_S359
22153,PRKCD,1,NCF1_S370
22154,PRKCD,1,NCF1_S328
22155,PRKCD,1,NCF1_S304
22156,PRKCD,1,FOSL1_T217
22157,PRKCD,1,FOSL1_T227
22158,PRKCD,1,MUC1_T242
22159,PRKCD,1,MUC1_T233
22160,PRKCD,1,MUC1_T224
22161,PRKCD,1,MUC1_T1224
22162,PRKCD,1,HMGA1_S44
22163,PRKCD,1,HMGA1_S64
22164,PRKCD,1,SMPD1_S510
22165,PRKCD,1,PTPRA_S189
22166,PRKCD,1,PTPRA_S213
22167,PRKCD,1,PTPRA_S204
22168,PRKCD,1,PTPRA_S180
22169,PRKCD,1,GNAZ_S16
22170,PRKCD,1,GNAZ_S27
22171,PRKCD,1,TNNI3_S23
22172,PRKCD,1,TNNI3_S24
22173,PRKCD,1,TNNI3_T143
22174,PRKCD,1,C5AR1_S334
22175,PRKCD,1,RPS3_T221
22176,PRKCD,1,RPS3_T237
22177,PRKCD,1,RPS3_S6
22178,PRKCD,1,GRK2_S29
22179,PRKCD,1,ITGB7_T783
22180,PRKCD,1,CHAT_S440
22181,PRKCD,1,CHAT_S558
22182,PRKCD,1,CHAT_S594
22183,PRKCD,1,CHAT_S476
22184,PRKCD,1,SHC1_S139
22185,PRKCD,1,SHC1_S28
22186,PRKCD,1,SHC1_S29
22187,PRKCD,1,NOS3_T495
22188,PRKCD,1,MARCKS_S159
22189,PRKCD,1,MARCKS_S163
22190,PRKCD,1,MARCKS_S170
22191,PRKCD,1,PEBP1_S153
22192,PRKCD,1,PEBP1_T51
22193,PRKCD,1,FCER1G_S69
22194,PRKCD,1,BDKRB2_S373
22195,PRKCD,1,SDC4_S179
22196,PRKCD,1,YWHAB_S59
22197,PRKCD,1,YWHAB_S60
22198,PRKCD,1,CTNNB1_S715
22199,PRKCD,1,IRS1_S323
22200,PRKCD,1,IRS1_S1101
22201,PRKCD,1,IRS1_S441
22202,PRKCD,1,IRS1_S1100
22203,PRKCD,1,IRS1_S574
22204,PRKCD,1,IRS1_S1222
22205,PRKCD,1,IRS1_S616
22206,PRKCD,1,IRS1_S307
22207,PRKCD,1,IRS1_S329
22208,PRKCD,1,IRS1_S1223
22209,PRKCD,1,ADD1_S695
22210,PRKCD,1,ADD1_S726
22211,PRKCD,1,ADD2_S726
22212,PRKCD,1,ADD2_S713
22213,PRKCD,1,IL6ST_T890
22214,PRKCD,1,IL6ST_T909
22215,PRKCD,1,STAT3_S727
22216,PRKCD,1,STAT3_S726
22217,PRKCD,1,OPRD1_S344
22218,PRKCD,1,GRM5_T841
22219,PRKCD,1,GRM5_S840
22220,PRKCD,1,STAT1_S727
22221,PRKCD,1,MAPK8_S129
22222,PRKCD,1,KCNJ1_S181
22223,PRKCD,1,KCNJ1_S183
22224,PRKCD,1,KCNJ1_S164
22225,PRKCD,1,KCNJ4_T53
22226,PRKCD,1,GSK3A_S21
22227,PRKCD,1,GSK3B_S9
22228,PRKCD,1,ERF_S531
22229,PRKCD,1,ERF_S185
22230,PRKCD,1,ERF_S489
22231,PRKCD,1,HLCS_S79
22232,PRKCD,1,CDK9_T186
22233,PRKCD,1,DAP3_S185
22234,PRKCD,1,DAP3_T237
22235,PRKCD,1,DAP3_S31
22236,PRKCD,1,DAP3_T186
22237,PRKCD,1,DAP3_S280
22238,PRKCD,1,CHN2_S171
22239,PRKCD,1,BLVRA_S237
22240,PRKCD,1,BLVRA_S230
22241,PRKCD,1,BLVRA_S33
22242,PRKCD,1,BLVRA_S21
22243,PRKCD,1,LIMK2_S262
22244,PRKCD,1,LIMK2_S283
22245,PRKCD,1,LIMK2_T484
22246,PRKCD,1,CXCR4_S329
22247,PRKCD,1,CXCR4_S324
22248,PRKCD,1,CXCR4_S325
22249,PRKCD,1,CXCR4_S328
22250,PRKCD,1,HNRNPK_S379
22251,PRKCD,1,HNRNPK_S284
22252,PRKCD,1,HNRNPK_S302
22253,PRKCD,1,RPS6_S236
22254,PRKCD,1,RPS6_S235
22255,PRKCD,1,RPS6_S240
22256,PRKCD,1,YWHAZ_S58
22257,PRKCD,1,EEF1A1_T432
22258,PRKCD,1,HIST1H3E_T46
22259,PRKCD,1,ADAM17_T735
22260,PRKCD,1,DAB2_S24
22261,PRKCD,1,CDK5_T77
22262,PRKCD,1,FLI1_T312
22263,PRKCD,1,TAGLN_S181
22264,PRKCD,1,NRG1_S286
22265,PRKCD,1,YWHAH_S58
22266,PRKCD,1,PRKCD_S302
22267,PRKCD,1,PRKCD_S304
22268,PRKCD,1,PRKCD_S503
22269,PRKCD,1,PRKCD_T218
22270,PRKCD,1,PRKCD_S299
22271,PRKCD,1,PRKCD_S645
22272,PRKCD,1,PRKCD_T141
22273,PRKCD,1,PRKCD_T295
22274,PRKCD,1,PRKCD_T507
22275,PRKCD,1,PRKCD_S506
22276,PRKCD,1,EP300_S1734
22277,PRKCD,1,EP300_S89
22278,PRKCD,1,EP300_T885
22279,PRKCD,1,TRIM28_S473
22280,PRKCD,1,SQSTM1_S349
22281,PRKCD,1,KLF5_S153
22282,PRKCD,1,CTTN_S405
22283,PRKCD,1,MYBPC3_S284
22284,PRKCD,1,MYBPC3_S304
22285,PRKCD,1,MYBPC3_S275
22286,PRKCD,1,NCF4_T154
22287,PRKCD,1,PRKD1_S420
22288,PRKCD,1,PRKD1_S910
22289,PRKCD,1,PRKD1_S412
22290,PRKCD,1,PRKD1_S205
22291,PRKCD,1,PRKD1_S742
22292,PRKCD,1,PRKD1_S738
22293,PRKCD,1,CYTH1_T395
22294,PRKCD,1,CYTH1_S393
22295,PRKCD,1,CYTH1_T394
22296,PRKCD,1,CYTH1_S394
22297,PRKCD,1,ELAVL1_S318
22298,PRKCD,1,ELAVL1_S221
22299,PRKCD,1,ENOX2_S504
22300,PRKCD,1,NFE2L2_S40
22301,PRKCD,1,FSCN1_S39
22302,PRKCD,1,MEP1B_S687
22303,PRKCD,1,HABP4_T354
22304,PRKCD,1,HABP4_T375
22305,PRKCD,1,RASGRP3_T133
22306,PRKCD,1,CAMKK1_T108
22307,PRKCD,1,PREX1_S313
22308,PRKCD,1,CREBBP_S437
22309,PRKCD,1,PPP1R14A_T38
22310,PRKCD,1,PPP1R14B_T57
22311,PRKCD,1,HVCN1_S97
22312,PRKCD,1,HVCN1_T29
22313,PRKCD,1,SLC29A1_S281
22314,PRKCD,1,TBL1XR1_S123
22315,PRKCD,1,CARD9_T231
22316,PRKCD,1,TRPV4_T175
22317,PRKCD,1,TRPV4_S162
22318,PRKCD,1,TRPV4_S189
22319,PRKCD,1,PLCB1_S887
22320,PRKCD,1,EIF4ENIF1_S120
22321,PRKCD,1,EIF4ENIF1_S136
22322,PRKCD,1,PLSCR3_T21
22323,PRKCD,1,RPS6KB2_S473
22324,PRKCD,1,SHOC2_T71
22325,PRKCD,1,SHOC2_S297
22326,PRKCD,1,PA2G4_S360
22327,PRKCD,1,HDAC5_S260
22328,PRKCD,1,HDAC5_S259
22329,PRKCD,1,AKT3_S472
22330,PRKCD,1,PTPN22_S35
22331,PRKCD,1,TSC22D4_S263
22332,PTPN11,-1,JAK2_Y1007
22333,PTPN11,-1,MPZL1_Y263
22334,PTPN11,-1,MPZL1_Y200
22335,PTPN11,-1,MPZL1_Y241
22338,PTPN11,-1,NRAS_Y32
22339,PTPN11,-1,HRAS_Y32
22340,PTPN11,-1,KRAS_Y32
22347,PTPN11,-1,SRC_Y419
22348,PTPN11,-1,SELE_Y603
22349,PTPN11,-1,FLT1_Y1213
22350,PTPN11,-1,CTNNA1_Y148
22351,PTPN11,-1,IRS1_Y1179
22352,PTPN11,-1,IRS1_Y896
22353,PTPN11,-1,KDR_Y951
22354,PTPN11,-1,KDR_Y1059
22355,PTPN11,-1,KDR_Y996
22356,PTPN11,-1,STAT1_Y701
22357,PTPN11,-1,STAT1_S727
22358,PTPN11,-1,STAT5A_Y694
22359,PTPN11,-1,STAT5B_Y699
22360,PTPN11,1,PTK2_Y576
22362,PTPN11,1,PTK2_Y925
22364,PTPN11,-1,GAB1_Y689
22365,PTPN11,-1,GAB1_Y589
22366,PTPN11,-1,GAB1_Y659
22367,PTPN11,-1,GAB1_Y627
22368,PTPN11,-1,GAB1_Y657
22373,PTPN11,-1,FRS2_Y436
22374,PTPN11,-1,MAP3K5_Y718
22375,PTPN11,-1,GAB2_Y614
22376,BTK,1,EFS_Y253
22377,BTK,1,DOK2_Y299
22378,BTK,1,SRSF10_Y110
22379,BTK,1,TP53_S15
22380,BTK,1,CD19_Y500
22381,BTK,1,CD19_Y531
22382,BTK,1,CD19_Y532
22383,BTK,1,PLCG2_Y759
22384,BTK,1,PLCG2_Y1217
22385,BTK,1,PLCG2_Y753
22386,BTK,1,PLCG2_Y1245
22387,BTK,1,PLCG2_Y1197
22388,BTK,1,NFKBIA_Y305
22389,BTK,1,STAT5A_Y694
22390,BTK,1,TEC_Y206
22391,BTK,1,WAS_Y291
22392,BTK,1,PXN_Y181
22393,BTK,1,STAT5B_Y98
22394,BTK,1,BMX_Y224
22395,BTK,1,BMX_Y216
22396,BTK,1,BCAR1_Y410
22397,BTK,1,TIRAP_Y187
22398,BTK,1,TIRAP_Y106
22399,BTK,1,TIRAP_Y86
22400,BTK,1,HNRNPK_Y230
22401,BTK,1,HNRNPK_Y234
22402,BTK,1,HNRNPK_Y280
22403,BTK,1,GTF2I_Y248
22404,BTK,1,GTF2I_Y398
22405,BTK,1,GTF2I_Y482
22406,BTK,1,GTF2I_Y357
22407,BTK,1,GTF2I_Y503
22408,BTK,1,GTF2I_Y462
22409,BTK,1,GTF2I_Y483
22410,BTK,1,GTF2I_Y378
22411,BTK,1,GTF2I_Y377
22412,BTK,1,BTK_Y551
22413,BTK,1,BTK_Y223
22414,BTK,1,RAD51_Y315
22415,BTK,1,ITK_Y180
22416,BTK,1,IKZF1_S214
22417,BTK,1,IKZF1_S215
22418,BTK,1,SLC4A1AP_Y464
22419,BTK,1,WWTR1_Y118
22420,BTK,1,DDX41_Y414
22421,BTK,1,DAPP1_Y139
22422,TYRO3,1,FGR_Y523
22423,TYRO3,1,FGR_Y34
22424,TYRO3,1,PLCG1_Y771
22425,TYRO3,1,CBL_Y674
22426,TYRO3,1,AKT1_T308
22427,TYRO3,1,ZAP70_Y492
22428,TYRO3,1,PRKCD_Y646
22429,TYRO3,1,PRKCD_Y120
22430,TYRO3,1,PRKCD_Y155
22431,CDK18,1,DAB1_S491
22432,CDK18,1,DAB1_S515
22433,CDK18,1,LMNA_T19
22434,CDK18,1,LMNA_S22
22435,CDK18,1,ESR1_S104
22436,CDK18,1,ESR1_S106
22437,CDK18,1,TP53_S33
22438,CDK18,1,RB1_S811
22439,CDK18,1,RB1_S249
22440,CDK18,1,RB1_T252
22441,CDK18,1,RB1_T373
22442,CDK18,1,RB1_S807
22443,CDK18,1,MAPT_S537
22444,CDK18,1,MAPT_T540
22445,CDK18,1,MAPT_T547
22446,CDK18,1,MAPT_T552
22447,CDK18,1,MAPT_T566
22448,CDK18,1,MAPT_S570
22449,CDK18,1,MAPT_S731
22450,CDK18,1,MAPT_S739
22451,CDK18,1,MAPT_T708
22452,CDK18,1,SRC_S75
22453,CDK18,1,MYOD1_S201
22454,CDK18,1,STMN1_S38
22455,CDK18,1,SYN1_S551
22456,CDK18,1,PTPN1_S386
22457,CDK18,1,RAB4A_S204
22458,CDK18,1,LMNB1_S23
22459,CDK18,1,LMNB1_S393
22460,CDK18,1,NES_T315
22461,CDK18,1,NES_T1299
22462,CDK18,1,AMPH_S272
22463,CDK18,1,AMPH_S276
22464,CDK18,1,AMPH_S285
22465,CDK18,1,PSEN1_T354
22466,CDK18,1,KIF11_T926
22467,CDK18,1,PPP1CA_T331
22468,CDK18,1,CSNK2B_S209
22469,CDK18,1,CSNK2A1_T344
22470,CDK18,1,CSNK2A1_T360
22471,CDK18,1,CSNK2A1_S362
22472,CDK18,1,CSNK2A1_S370
22473,CDK18,1,CDK16_S169
22474,CDK18,1,MAP2K1_T286
22475,CDK18,1,RBL2_S413
22476,CDK18,1,RBL2_T417
22477,CDK18,1,RBL2_T642
22478,CDK18,1,RBL2_S662
22479,CDK18,1,RBL2_S688
22480,CDK18,1,RBL2_T694
22481,CDK18,1,RBL2_S1044
22482,CDK18,1,RBL2_S1068
22483,CDK18,1,RBL2_S1080
22484,CDK18,1,RBL2_T1097
22485,CDK18,1,RBL2_S1112
22486,CDK18,1,GRIN2A_S1232
22487,CDK18,1,PAK1_T212
22488,CDK18,1,C1orf61_S60
22489,CDK18,1,TRIP10_T302
22490,CDK18,1,ZYX_S202
22491,CDK18,1,PPP1R1B_T75
22492,CDK18,1,FZR1_S151
22493,CDK18,1,FZR1_S163
22494,TNK2,1,WASL_Y256
22495,TNK2,1,WASL_S242
22496,TNK2,1,RET_Y791
22497,TNK2,1,RET_Y1062
22498,TNK2,1,AR_Y269
22499,TNK2,1,AR_Y365
22500,TNK2,1,AKT1_Y176
22501,TNK2,1,WAS_Y291
22502,TNK2,1,TNK2_Y284
22503,TNK2,1,TNK2_Y347
22504,TNK2,1,PPP1R13L_Y211
22505,TNK2,1,WWOX_Y287
22506,TNK2,1,KDM3A_Y1114
22507,PPP3CA,-1,DNM1L_S637
22508,PPP3CA,-1,JUN_S243
22509,PPP3CA,-1,MAPT_S721
22510,PPP3CA,-1,MAPT_T529
22511,PPP3CA,-1,MAPT_S199
22512,PPP3CA,-1,MAPT_T205
22513,PPP3CA,-1,MAPT_S396
22514,PPP3CA,-1,MAPT_S516
22515,PPP3CA,-1,MAPT_S262
22516,PPP3CA,-1,MAPT_S235
22517,PPP3CA,-1,MAPT_S404
22518,PPP3CA,-1,MAPT_S409
22519,PPP3CA,-1,MAPT_S202
22520,PPP3CA,-1,MAPT_S579
22521,PPP3CA,-1,MAPT_T522
22522,PPP3CA,-1,MAPT_S214
22523,PPP3CA,-1,MAPT_T212
22524,PPP3CA,-1,ELK1_S383
22527,PPP3CA,-1,GSK3B_S9
22528,PPP3CA,-1,DNM2_S764
22529,PPP3CA,-1,NFATC2_S174
22530,PPP3CA,-1,NFATC2_S180
22531,PPP3CA,-1,NFATC2_S276
22532,PPP3CA,-1,NFATC2_S217
22533,PPP3CA,-1,NFATC2_S177
22534,PPP3CA,-1,NFATC2_S221
22535,PPP3CA,-1,NFATC2_S171
22536,PPP3CA,-1,NFATC2_S175
22537,PPP3CA,-1,NFATC2_S172
22538,PPP3CA,-1,NFATC2_S326
22539,PPP3CA,-1,NFATC2_S280
22540,PPP3CA,-1,NFATC2_S168
22541,PPP3CA,-1,NFATC2_S274
22542,PPP3CA,-1,NFATC2_S213
22543,PPP3CA,-1,NFATC2_S268
22544,PPP3CA,-1,PPP1R1A_S67
22545,PPP3CA,-1,BAD_S75
22546,PPP3CA,-1,BAD_S99
22547,PPP3CA,-1,GAD1_T91
22548,PPP3CA,1,MAP3K5_S966
22549,DDR1,1,CDK1_T161
22550,DDR1,1,CDK2_T160
22551,DDR1,1,DDR1_Y513
22552,DDR1,1,PHB2_Y248
22553,ITK,1,ABLIM1_Y357
22554,ITK,1,CD28_Y191
22555,ITK,1,CD28_Y218
22556,ITK,1,CD28_Y206
22557,ITK,1,CD28_Y209
22558,ITK,1,PLCG1_Y783
22559,ITK,1,TEC_Y206
22560,ITK,1,BMX_Y224
22561,ITK,1,BMX_Y216
22562,ITK,1,BCAR1_Y128
22563,ITK,1,BCAR1_Y249
22564,ITK,1,BTK_Y223
22565,ITK,1,ITK_Y180
22566,ITK,1,ITK_S565
22567,ITK,1,LCP2_Y173
22568,ITK,1,HAVCR2_Y265
22569,ITK,1,SIGLEC10_Y667
22570,ITK,1,SIGLEC10_Y691
22571,ITK,1,SIGLEC10_Y597
22572,ITK,1,ERBIN_Y972
22573,ITK,1,DEF6_Y222
22574,ITK,1,DEF6_Y210
22575,DMPK,1,PPP1R12A_T696
22576,DMPK,1,TGFB1I1_S386
22577,DMPK,1,SRF_T159
22578,DMPK,1,PLN_S16
22579,DMPK,1,ZYX_S169
22580,DMPK,1,ZYX_S344
22581,MAP4K2,1,PRH1_S24
22582,MAP4K2,1,STIP1_S481
22583,MAP4K2,1,PAXBP1_S191
22584,MAP4K2,1,PAXBP1_S295
22585,MAP3K12,1,MYL12B_T19
22586,MAP3K12,1,MYL12B_S20
22587,MERTK,1,AKT1_S473
22588,MERTK,1,AKT1_T308
22589,MERTK,1,STAT3_Y705
22590,MERTK,1,STAT5A_Y694
22591,MERTK,1,STAT5B_Y699
22592,MERTK,1,MERTK_Y753
22593,MERTK,1,MERTK_Y749
22594,MERTK,1,MERTK_Y754
22595,PTPRJ,-1,EGFR_Y1197
22596,PTPRJ,-1,EGFR_Y1092
22597,PTPRJ,-1,EGFR_Y1069
22598,PTPRJ,-1,INSR_Y1190
22599,PTPRJ,-1,INSR_Y1189
22600,PTPRJ,-1,INSR_Y1185
22601,PTPRJ,-1,INSR_Y999
22602,PTPRJ,-1,FYN_Y531
22603,PTPRJ,-1,LYN_Y508
22607,PTPRJ,1,RET_Y1015
22610,PTPRJ,-1,MET_Y1356
22611,PTPRJ,-1,MET_Y1365
22613,PTPRJ,1,PDGFRB_Y771
22614,PTPRJ,1,PDGFRB_Y857
22615,PTPRJ,1,PDGFRB_Y775
22616,PTPRJ,1,PDGFRB_Y562
22617,PTPRJ,1,PDGFRB_Y763
22622,PTPRJ,-1,CBL_Y731
