,source,interaction,target
22623,PTPRJ,-1,MAPK3_Y204
22624,PTPRJ,-1,MAPK1_Y187
22625,PTPRJ,-1,MAPK1_Y205
22626,PTPRJ,-1,KDR_Y1059
22627,PTPRJ,-1,KDR_Y1054
22628,PTPN13,-1,INSR_Y1189
22629,PTPN13,-1,INSR_Y1190
22630,PTPN13,-1,INSR_Y999
22631,PTPN13,-1,INSR_Y1185
22632,PTPN13,-1,NFKBIA_Y42
22633,PTPN13,-1,TRIP6_Y55
22634,STK4,1,PER1_T646
22635,STK4,1,FOXO3_S232
22636,STK4,1,FOXO3_S215
22637,STK4,1,FOXO3_S243
22638,STK4,1,FOXO3_S231
22639,STK4,1,FOXO3_S209
22640,STK4,1,HIST1H2BK_S15
22641,STK4,1,LATS1_T1079
22642,STK4,1,LATS1_S909
22643,STK4,1,ABL1_T754
22644,STK4,1,ABL1_T735
22645,STK4,1,HIST1H2BJ_S15
22646,STK4,1,H2AFX_S140
22647,STK4,1,ITGA2_S1180
22648,STK4,1,TNNI3_T143
22649,STK4,1,TNNI3_T51
22650,STK4,1,TNNI3_T129
22651,STK4,1,TNNI3_T31
22652,STK4,1,HIST1H2BO_S15
22653,STK4,1,EIF4B_S192
22654,STK4,1,EIF4B_S442
22655,STK4,1,HIST1H2BB_S15
22656,STK4,1,H2BFS_S15
22657,STK4,1,HIST1H2BD_S15
22658,STK4,1,HIST1H2BI_S15
22659,STK4,1,PRDX1_T183
22660,STK4,1,PRDX1_T90
22661,STK4,1,PRDX1_T18
22662,STK4,1,FOXO1_S212
22663,STK4,1,STK4_T183
22664,STK4,1,STK4_S327
22665,STK4,1,STK4_T177
22666,STK4,1,STK4_T187
22667,STK4,1,STK4_T367
22668,STK4,1,STK4_T353
22669,STK4,1,BECN1_T108
22670,STK4,1,IRF3_T75
22671,STK4,1,IRF3_T253
22672,STK4,1,STK38_T444
22673,STK4,1,ZYX_T270
22674,STK4,1,ZYX_T352
22675,STK4,1,HIST2H2BE_S15
22676,STK4,1,HIST2H2BF_S15
22677,STK4,1,HIST2H2BC_S15
22678,STK4,1,HIST2H2BD_S15
22679,STK4,1,MOB1B_T12
22680,STK4,1,MOB1B_T40
22681,STK4,1,MOB1B_T35
22682,STK4,1,HIST3H2BB_S15
22683,STK4,1,PPP1R13L_S113
22684,STK4,1,HIST1H2BH_S15
22685,STK4,1,AURKB_T232
22686,STK4,1,MDFI_S141
22687,STK4,1,HIST1H2BN_S15
22688,STK4,1,HIST1H2BM_S15
22689,STK4,1,HIST1H2BL_S15
22690,STK4,1,MOB1A_T12
22691,STK4,1,MOB1A_T35
22692,STK4,1,LATS2_S872
22693,STK4,1,LATS2_T1041
22698,DUSP4,-1,MAPK1_T185
22699,DUSP4,-1,MAPK1_Y187
22700,PRKAA1,1,EEF2K_S398
22701,PRKAA1,1,EEF2K_S78
22702,PRKAA1,1,EEF2K_S366
22703,PRKAA1,1,ACACB_S221
22704,PRKAA1,1,ACACB_S222
22705,PRKAA1,1,MDM4_S342
22706,PRKAA1,1,TP73_S426
22707,PRKAA1,1,FANCA_S347
22708,PRKAA1,1,FOXO3_S30
22709,PRKAA1,1,FOXO3_S555
22710,PRKAA1,1,FOXO3_S588
22711,PRKAA1,1,FOXO3_T179
22712,PRKAA1,1,FOXO3_S399
22713,PRKAA1,1,FOXO3_S626
22714,PRKAA1,1,FOXO3_S413
22715,PRKAA1,1,PFKFB2_S466
22716,PRKAA1,1,ULK1_S638
22717,PRKAA1,1,PIAS1_S510
22718,PRKAA1,1,KIF4A_S801
22719,PRKAA1,1,EPM2A_S25
22720,PRKAA1,1,SNAI1_S92
22721,PRKAA1,1,SNAI1_S11
22722,PRKAA1,1,EGFR_T892
22723,PRKAA1,1,RAF1_S621
22724,PRKAA1,1,RAF1_S259
22725,PRKAA1,1,GAPDH_S122
22726,PRKAA1,1,ERBB2_T900
22727,PRKAA1,1,TP53_S15
22728,PRKAA1,1,TP53_T18
22729,PRKAA1,1,TP53_S20
22730,PRKAA1,1,RB1_S811
22731,PRKAA1,1,FH_S75
22732,PRKAA1,1,GLI1_S408
22733,PRKAA1,1,MAPT_S422
22734,PRKAA1,1,MAPT_S396
22735,PRKAA1,1,MAPT_S731
22736,PRKAA1,1,MAPT_S214
22737,PRKAA1,1,MAPT_T566
22738,PRKAA1,1,MAPT_S356
22739,PRKAA1,1,MAPT_S262
22740,PRKAA1,1,MAPT_S691
22741,PRKAA1,1,MAPT_S597
22742,PRKAA1,1,MAPT_S549
22743,PRKAA1,1,MAPT_T231
22744,PRKAA1,1,MAPT_S757
22745,PRKAA1,1,PRPS2_S180
22746,PRKAA1,1,CFTR_S813
22747,PRKAA1,1,CFTR_S737
22748,PRKAA1,1,CFTR_S768
22749,PRKAA1,1,POU2F1_S385
22750,PRKAA1,1,POU2F1_S335
22751,PRKAA1,1,BRAF_S729
22752,PRKAA1,1,SYN1_S9
22753,PRKAA1,1,PRKACA_T49
22754,PRKAA1,1,PRKACA_T198
22755,PRKAA1,1,TNNI3_S23
22756,PRKAA1,1,TNNI3_S150
22757,PRKAA1,1,TNNI3_S24
22758,PRKAA1,1,JAK1_S518
22759,PRKAA1,1,JAK1_S515
22760,PRKAA1,1,CDK2_T39
22761,PRKAA1,1,CDK2_T160
22762,PRKAA1,1,NOS3_S633
22763,PRKAA1,1,NOS3_T495
22764,PRKAA1,1,NOS3_S1177
22765,PRKAA1,1,DDIT3_S30
22766,PRKAA1,1,SREBF1_S372
22767,PRKAA1,1,HNF4A_S303
22768,PRKAA1,1,HNF4A_S313
22769,PRKAA1,1,HNF4A_S291
22770,PRKAA1,1,MTOR_T2446
22771,PRKAA1,1,SYK_S178
22772,PRKAA1,1,PHKA1_S1020
22773,PRKAA1,1,PHKA1_S1018
22774,PRKAA1,1,CDKN1B_T198
22775,PRKAA1,1,YAP1_S61
22776,PRKAA1,1,YAP1_S94
22777,PRKAA1,1,NR2C2_S351
22778,PRKAA1,1,CSNK1E_S389
22779,PRKAA1,1,VASP_T278
22780,PRKAA1,1,KPNA2_S105
22781,PRKAA1,1,PRKAA2_T172
22782,PRKAA1,1,CASP6_S257
22783,PRKAA1,1,PRPS1_S180
22784,PRKAA1,1,RACK1_T50
22785,PRKAA1,1,LIPE_S855
22786,PRKAA1,1,LIPE_S565
22787,PRKAA1,1,LIPE_S400
22788,PRKAA1,1,GFPT1_S261
22789,PRKAA1,1,GFPT1_S243
22790,PRKAA1,1,GFPT1_S242
22791,PRKAA1,1,RAD51_T309
22792,PRKAA1,1,KLC1_S521
22793,PRKAA1,1,EP300_S89
22794,PRKAA1,1,FOXO1_T649
22795,PRKAA1,1,GRIK2_S715
22796,PRKAA1,1,ACACA_S1201
22797,PRKAA1,1,ACACA_S1138
22798,PRKAA1,1,ACACA_S117
22799,PRKAA1,1,ACACA_S1143
22800,PRKAA1,1,ACACA_S1216
22801,PRKAA1,1,ACACA_S1123
22802,PRKAA1,1,ACACA_S1253
22803,PRKAA1,1,ACACA_S1238
22804,PRKAA1,1,ACACA_S1158
22805,PRKAA1,1,ACACA_S22
22806,PRKAA1,1,ACACA_S80
22807,PRKAA1,1,PRKAA1_S494
22808,PRKAA1,1,PRKAA1_T388
22809,PRKAA1,1,PRKAA1_S486
22810,PRKAA1,1,PRKAA1_S496
22811,PRKAA1,1,PRKAA1_T183
22812,PRKAA1,1,PRKAA1_S360
22813,PRKAA1,1,PRKAA1_T198
22814,PRKAA1,1,PRKAA1_S375
22815,PRKAA1,1,PRKAA1_T403
22816,PRKAA1,1,PRKAA1_S501
22817,PRKAA1,1,PRKAA1_S509
22818,PRKAA1,1,PRKAA1_S511
22819,PRKAA1,1,PPP2R5C_S298
22820,PRKAA1,1,PPP2R5C_S336
22821,PRKAA1,1,PPP2R5C_S329
22822,PRKAA1,1,PPP2R5C_S367
22823,PRKAA1,1,CTBP1_S158
22824,PRKAA1,1,SQSTM1_S294
22825,PRKAA1,1,SLC12A1_S130
22826,PRKAA1,1,CTTN_T401
22827,PRKAA1,1,BECN1_T388
22828,PRKAA1,1,USP10_S76
22829,PRKAA1,1,SNX17_S437
22830,PRKAA1,1,EZH2_T311
22831,PRKAA1,1,CRY1_S71
22832,PRKAA1,1,PFKFB3_S461
22833,PRKAA1,1,CRTC2_S170
22834,PRKAA1,1,PAQR3_T32
22835,PRKAA1,1,ATG9A_S761
22836,PRKAA1,1,NET1_S100
22837,PRKAA1,1,TBC1D1_S237
22838,PRKAA1,1,TBC1D1_T596
22839,PRKAA1,1,SIRT2_T101
22840,PRKAA1,1,RPTOR_S792
22841,PRKAA1,1,RPTOR_S722
22842,PRKAA1,1,HDAC7_S358
22843,PRKAA1,1,HDAC7_S155
22844,PRKAA1,1,GBF1_T1337
22845,PRKAA1,1,ZNF692_S475
22846,PRKAA1,1,ZNF692_S470
22847,PRKAA1,1,MKNK1_S353
22848,PRKAA1,1,PPP1R12C_S452
22849,PRKAA1,1,MFF_S155
22850,PRKAA1,1,MFF_S172
22851,PRKAA1,1,KLC2_S545
22852,PRKAA1,1,KLC2_S582
22853,PRKAA1,1,TXNIP_S308
22854,PRKAA1,1,ACSS2_S659
22855,PRKAA1,1,RRN3_S635
22856,PRKAA1,1,CGN_S131
22857,PRKAA1,1,PPARGC1A_S539
22858,PRKAA1,1,PPARGC1A_T178
22859,PRKAA1,1,PPP1R3C_S33
22860,PRKAA1,1,PPP1R3C_S293
22861,PRKAA1,1,HDAC5_S260
22862,PRKAA1,1,HDAC5_S499
22863,PRKAA1,1,HDAC5_S259
22864,PRKAA1,1,HDAC5_S498
22865,PRKAA1,1,PRKAB1_T158
22866,PRKAA1,1,PRKAB1_T80
22867,PRKAA1,1,PRKAB1_S177
22868,PRKAA1,1,PRKAB1_S108
22869,PRKAA1,1,PRKAB1_S174
22870,PRKAA1,1,PRKAB1_T148
22871,PRKAA1,1,PRKAB1_S24
22872,PAK1,1,MEN1_S452
22873,PAK1,1,AURKA_T288
22874,PAK1,1,AURKA_S342
22875,PAK1,1,PPP1R12A_T696
22876,PAK1,1,ARPC1B_T21
22877,PAK1,1,MDM4_T365
22878,PAK1,1,SNAI2_S251
22879,PAK1,1,TRIM16_T55
22880,PAK1,1,SNAI1_S246
22881,PAK1,1,ESR1_S305
22882,PAK1,1,ESR1_S236
22883,PAK1,1,RAF1_T258
22884,PAK1,1,RAF1_S43
22885,PAK1,1,RAF1_S338
22886,PAK1,1,RAF1_S233
22887,PAK1,1,RAF1_S339
22888,PAK1,1,VIM_S47
22889,PAK1,1,VIM_S73
22890,PAK1,1,VIM_S25
22891,PAK1,1,VIM_T426
22892,PAK1,1,VIM_S51
22893,PAK1,1,VIM_S66
22894,PAK1,1,VIM_S56
22895,PAK1,1,VIM_S412
22896,PAK1,1,ARAF_S299
22897,PAK1,1,BRAF_S446
22898,PAK1,1,BRAF_S364
22899,PAK1,1,STMN1_S16
22900,PAK1,1,STMN1_S38
22901,PAK1,1,STMN1_S63
22902,PAK1,1,SYN1_S605
22903,PAK1,1,PRKACA_S339
22904,PAK1,1,PRKACA_S140
22905,PAK1,1,PGAM1_S23
22906,PAK1,1,PGAM1_S118
22907,PAK1,1,GNAZ_S16
22908,PAK1,1,FLNA_S2370
22909,PAK1,1,FLNA_S2152
22910,PAK1,1,FLNA_S2292
22911,PAK1,1,FLNA_T2328
22912,PAK1,1,FLNA_T1089
22913,PAK1,1,FLNA_T2478
22914,PAK1,1,FLNA_S2045
22915,PAK1,1,MYL9_S20
22916,PAK1,1,CASP1_S376
22917,PAK1,1,MAPK4_S186
22918,PAK1,1,CTNNB1_S675
22919,PAK1,1,NF2_S476
22920,PAK1,1,NF2_S435
22921,PAK1,1,NF2_S518
22922,PAK1,1,NF2_S477
22923,PAK1,1,PGM1_T467
22924,PAK1,1,PGM1_T485
22925,PAK1,1,PGM1_S505
22926,PAK1,1,CRK_S41
22927,PAK1,1,PXN_S272
22928,PAK1,1,PXN_S258
22929,PAK1,1,FXR1_S420
22930,PAK1,1,ARHGDIA_S101
22931,PAK1,1,ARHGDIA_S174
22932,PAK1,1,PLK1_S49
22933,PAK1,1,LIMK1_S337
22934,PAK1,1,LIMK1_T508
22935,PAK1,1,SOX10_S45
22936,PAK1,1,FOXL2_S263
22937,PAK1,1,HNRNPK_S379
22938,PAK1,1,DYNLL1_S88
22939,PAK1,1,HIST1H3E_S11
22940,PAK1,1,ELF3_S207
22941,PAK1,1,MAP2K1_S298
22942,PAK1,1,MAP2K1_S299
22943,PAK1,1,RUNX1T1_T591
22944,PAK1,1,SRSF1_S231
22945,PAK1,1,SRSF1_S234
22946,PAK1,1,SRSF1_S238
22947,PAK1,1,SRSF1_S242
22948,PAK1,1,FOXO1_S256
22949,PAK1,1,PAK1_S199
22950,PAK1,1,PAK1_S57
22951,PAK1,1,PAK1_S144
22952,PAK1,1,PAK1_S204
22953,PAK1,1,PAK1_S21
22954,PAK1,1,PAK1_T423
22955,PAK1,1,PAK1_S149
22956,PAK1,1,PAK1_S165
22957,PAK1,1,MAP3K1_S67
22958,PAK1,1,ITGB3BP_S28
22959,PAK1,1,ITGB3BP_S67
22960,PAK1,1,CTBP1_S158
22961,PAK1,1,ILK_T173
22962,PAK1,1,ILK_S246
22963,PAK1,1,RUNX3_T209
22964,PAK1,1,CTTN_S368
22965,PAK1,1,CTTN_S381
22966,PAK1,1,CTTN_S405
22967,PAK1,1,CTTN_S418
22968,PAK1,1,NFATC4_S272
22969,PAK1,1,NFATC4_S289
22970,PAK1,1,NFATC4_S334
22971,PAK1,1,EIF4H_S21
22972,PAK1,1,EIF4H_S24
22973,PAK1,1,EIF4H_S193
22974,PAK1,1,PCBP1_T127
22975,PAK1,1,PCBP1_T60
22976,PAK1,1,MYLK_S850
22977,PAK1,1,MYLK_S1772
22978,PAK1,1,MYLK_S837
22979,PAK1,1,MYLK_S18
22980,PAK1,1,MAPK6_S189
22981,PAK1,1,ZCCHC8_S252
22982,PAK1,1,ZCCHC8_T479
22983,PAK1,1,PREX2_S1107
22984,PAK1,1,HACE1_S385
22985,PAK1,1,CAMKK1_T108
22986,PAK1,1,PPP1R13L_S119
22987,PAK1,1,PPP1R13L_S187
22988,PAK1,1,PPP1R13L_S332
22989,PAK1,1,PPP1R13L_S526
22990,PAK1,1,BAD_S74
22991,PAK1,1,BAD_S134
22992,PAK1,1,BAD_S118
22993,PAK1,1,BAD_S99
22994,PAK1,1,BAD_S75
22995,PAK1,1,ARHGEF2_S886
22996,PAK1,1,ARHGEF2_S858
22997,PAK1,1,ARHGEF2_S885
22998,PAK1,1,ARHGEF2_S94
22999,PAK1,1,ARHGEF2_S116
23000,PAK1,1,PPP1R14A_T38
23001,PAK1,1,SPEN_T3568
23002,PAK1,1,SPEN_S3486
23003,PAK1,1,TBCB_S65
23004,PAK1,1,TBCB_S128
23005,PAK1,1,KIF2C_S192
23006,PAK1,1,KIF2C_S111
23007,PAK1,1,ABI2_T294
23008,PAK1,1,PA2G4_T261
23009,PAK1,1,GIT1_S517
23010,PAK1,1,GIT1_S700
23011,PAK1,1,GIT1_S709
23012,PAK1,1,GIT1_S508
23013,PAK1,1,MORC2_S739
23014,MAP2K5,1,MAPK7_Y221
23015,MAP2K5,1,MAPK7_T219
23016,MAPK7,1,SGK1_S78
23017,MAPK7,1,SGK1_T369
23018,MAPK7,1,SGK1_S173
23019,MAPK7,1,SGK1_S74
23020,MAPK7,1,FOS_S32
23021,MAPK7,1,FOS_S374
23022,MAPK7,1,FOS_T232
23023,MAPK7,1,ESR1_S118
23024,MAPK7,1,ESR1_T311
23025,MAPK7,1,NR3C1_S226
23026,MAPK7,1,TP53_T55
23027,MAPK7,1,LCK_S59
23028,MAPK7,1,MYB_S653
23029,MAPK7,1,BCL2_T69
23030,MAPK7,1,BCL2_S70
23031,MAPK7,1,BCL2_S87
23032,MAPK7,1,CCNB1_S128
23033,MAPK7,1,CCNB1_S126
23034,MAPK7,1,ETS1_T38
23035,MAPK7,1,ETS1_T82
23036,MAPK7,1,TCF3_T355
23037,MAPK7,1,STMN1_S25
23038,MAPK7,1,STMN1_S38
23039,MAPK7,1,GJA1_S282
23040,MAPK7,1,GJA1_S255
23041,MAPK7,1,GJA1_S279
23042,MAPK7,1,CEBPB_T235
23043,MAPK7,1,RXRA_S260
23044,MAPK7,1,RXRA_T82
23045,MAPK7,1,GRK2_S670
23046,MAPK7,1,PML_T409
23047,MAPK7,1,PML_S403
23048,MAPK7,1,CDKN1A_T57
23049,MAPK7,1,CDKN1A_S130
23050,MAPK7,1,LIFR_S1044
23051,MAPK7,1,MAPK8_S377
23052,MAPK7,1,PLA2G4A_S505
23053,MAPK7,1,MAPKAPK2_T25
23054,MAPK7,1,MAPKAPK2_T222
23055,MAPK7,1,MAPKAPK2_T334
23056,MAPK7,1,MAPKAPK2_S272
23057,MAPK7,1,RCAN1_S167
23058,MAPK7,1,HIST1H3E_S29
23059,MAPK7,1,HSF1_S307
23060,MAPK7,1,MEF2A_T311
23061,MAPK7,1,MEF2A_S355
23062,MAPK7,1,MEF2A_T312
23063,MAPK7,1,MEF2A_T319
23064,MAPK7,1,MEF2A_T108
23065,MAPK7,1,MEF2A_S400
23066,MAPK7,1,MEF2A_T304
23067,MAPK7,1,MEF2A_S235
23068,MAPK7,1,MEF2A_S347
23069,MAPK7,1,MEF2A_S255
23070,MAPK7,1,MEF2C_S429
23071,MAPK7,1,MEF2C_S222
23072,MAPK7,1,MEF2C_S240
23073,MAPK7,1,MEF2C_S387
23074,MAPK7,1,MEF2C_S397
23075,MAPK7,1,MEF2C_S419
23076,MAPK7,1,MEF2C_T300
23077,MAPK7,1,MEF2C_S396
23078,MAPK7,1,MEF2C_T293
23079,MAPK7,1,PPARA_S12
23080,MAPK7,1,PPARA_S21
23081,MAPK7,1,DLG1_S158
23082,MAPK7,1,MAP2K5_S137
23083,MAPK7,1,MAP2K5_S133
23084,MAPK7,1,MAP2K5_S142
23085,MAPK7,1,MAP2K5_S129
23086,MAPK7,1,MAP2K5_S149
23087,MAPK7,1,MAPK7_S567
23088,MAPK7,1,MAPK7_S731
23089,MAPK7,1,MAPK7_S803
23090,MAPK7,1,MAPK7_T733
23091,MAPK7,1,MAPK7_S496
23092,MAPK7,1,MAPK7_S774
23093,MAPK7,1,MAPK7_S772
23094,MAPK7,1,MAPK7_S770
23095,MAPK7,1,MAPK7_S433
23096,MAPK7,1,MAPK7_S421
23097,MAPK7,1,MAPK7_T28
23098,MAPK7,1,TRIM28_S19
23099,MAPK7,1,TRIM28_S50
23100,MAPK7,1,TRIM28_T541
23101,MAPK7,1,TRIM28_S594
23102,MAPK7,1,TRIM28_S697
23103,MAPK7,1,TRIM28_S757
23104,MAPK7,1,TRIM28_S752
23105,MAPK7,1,SNTA1_S201
23106,MAPK7,1,SNTA1_S193
23107,MAPK7,1,MEF2D_S180
23108,MAPK7,1,NFATC4_S168
23109,MAPK7,1,NFATC4_S170
23110,MAPK7,1,RPS6KA1_S372
23111,MAPK7,1,RPS6KA1_T368
23112,MAPK7,1,CEBPE_T74
23113,MAPK7,1,MYLK_S16
23114,MAPK7,1,MAPK6_S189
23115,MAPK7,1,STMN2_S62
23116,MAPK7,1,STMN2_S73
23117,MAPK7,1,ZBTB21_S983
23118,PAK2,1,ABL1_S637
23119,PAK2,1,ABL1_S619
23120,PAK2,1,ABL1_S638
23121,PAK2,1,ABL1_S618
23122,PAK2,1,MYC_T358
23123,PAK2,1,MYC_T400
23124,PAK2,1,MYC_S373
23125,PAK2,1,PRL_S207
23126,PAK2,1,JUN_T93
23127,PAK2,1,JUN_T286
23128,PAK2,1,JUN_T2
23129,PAK2,1,JUN_T8
23130,PAK2,1,JUN_T89
23131,PAK2,1,VIM_S73
23132,PAK2,1,VIM_S51
23133,PAK2,1,VIM_S66
23134,PAK2,1,VIM_S39
23135,PAK2,1,VIM_S26
23136,PAK2,1,SYN1_S9
23137,PAK2,1,MYL9_S20
23138,PAK2,1,NF2_S518
23139,PAK2,1,NF2_S435
23140,PAK2,1,NF2_S476
23141,PAK2,1,NF2_S477
23142,PAK2,1,PXN_S272
23143,PAK2,1,PXN_S274
23144,PAK2,1,CASP7_S239
23145,PAK2,1,CASP7_T173
23146,PAK2,1,CASP7_S30
23147,PAK2,1,RPS6_S242
23148,PAK2,1,RPS6_S236
23149,PAK2,1,RPS6_S240
23150,PAK2,1,RPS6_S235
23151,PAK2,1,HIST1H4C_S48
23152,PAK2,1,MAP2K1_S298
23153,PAK2,1,EIF4G1_S895
23154,PAK2,1,EIF4G1_S902
23155,PAK2,1,CALD1_S714
23156,PAK2,1,CALD1_S744
23157,PAK2,1,PAK2_S192
23158,PAK2,1,PAK2_S197
23159,PAK2,1,PAK2_S141
23160,PAK2,1,PAK2_S20
23161,PAK2,1,PAK2_S19
23162,PAK2,1,PAK2_S55
23163,PAK2,1,PAK2_T402
23164,PAK2,1,MYLK_S1760
23165,PAK2,1,MYLK_S1208
23166,PAK2,1,SMAD2_S417
23167,PAK2,1,MAPK6_S189
23168,PAK2,1,PREX2_S1107
23169,PAK2,1,HACE1_S385
23170,PAK2,1,MKNK1_S39
23171,STK3,1,LATS1_T1060
23172,STK3,1,LATS1_S909
23173,STK3,1,LATS1_S872
23174,STK3,1,LATS1_T967
23175,STK3,1,LATS1_T1079
23176,STK3,1,LATS1_T1012
23177,STK3,1,ABL1_T735
23178,STK3,1,ABL1_T754
23179,STK3,1,PRKCA_S226
23180,STK3,1,PRKCA_T228
23181,STK3,1,YAP1_S127
23182,STK3,1,NEK2_S438
23183,STK3,1,NEK2_S356
23184,STK3,1,NEK2_S406
23185,STK3,1,NEK2_S365
23186,STK3,1,STK3_T180
23187,STK3,1,STK3_T378
23188,STK3,1,STK3_T208
23189,STK3,1,MOB1B_T40
23190,STK3,1,MOB1B_T12
23191,STK3,1,MOB1B_T35
23192,STK3,1,MOB1B_T79
23193,STK3,1,MOB1B_T74
23194,STK3,1,WWTR1_S89
23195,STK3,1,WWTR1_S93
23196,STK3,1,WWTR1_S117
23197,STK3,1,SAV1_S27
23198,STK3,1,SAV1_T26
23199,STK3,1,SAV1_S269
23200,STK3,1,SAV1_S36
23201,STK3,1,MOB1A_T74
23202,STK3,1,MOB1A_T35
23203,STK3,1,MOB1A_T12
23204,STK3,1,EIF4ENIF1_S680
23205,STK3,1,EIF4ENIF1_S920
23206,STK3,1,LATS2_S872
23207,STK3,1,LATS2_T1041
23208,STK3,1,STK38L_T442
23209,STK3,1,STK24_T190
23210,MAP3K1,1,MAP2K7_T275
23211,MAP3K1,1,MAP2K7_S271
23212,MAP3K1,1,ETS2_T72
23213,MAP3K1,1,MAPK3_T202
23214,MAP3K1,1,MAPK3_Y204
23215,MAP3K1,1,STAT3_S727
23216,MAP3K1,1,MAP2K4_S257
23217,MAP3K1,1,MAP2K4_T261
23218,MAP3K1,1,NOTCH1_T2511
23219,MAP3K1,1,MAP2K3_S218
23220,MAP3K1,1,MAP2K3_T222
23221,MAP3K1,1,MAP2K6_T211
23222,MAP3K1,1,MAP2K6_S207
23223,MAP3K1,1,MAP2K1_S222
23224,MAP3K1,1,MAP2K1_S218
23225,MAP3K1,1,MAP2K1_T292
23226,MAP3K1,1,FADD_S194
23227,MAP3K1,1,MAP3K1_T1412
23228,MAP3K1,1,MAP3K1_T1400
23229,MAP3K1,1,MAP3K11_T277
23230,MAP3K1,1,MAP3K11_S281
23231,MAP3K1,1,MAFA_S14
23232,MAP3K1,1,MAFA_S65
23233,PRKG2,1,ERBB2_T686
23234,PRKG2,1,HSPB1_S82
23235,PRKG2,1,HSPB1_S78
23236,PRKG2,1,HSPB1_T143
23237,PRKG2,1,MET_S985
23238,PRKG2,1,CFTR_S768
23239,PRKG2,1,CFTR_S795
23240,PRKG2,1,CFTR_S737
23241,PRKG2,1,CFTR_S813
23242,PRKG2,1,CFTR_S700
23243,PRKG2,1,CFTR_S660
23244,PRKG2,1,NOS3_S633
23245,PRKG2,1,NOS3_S1177
23246,PRKG2,1,NOS3_T495
23247,PRKG2,1,CTH_S377
23248,PRKG2,1,VASP_S239
23249,PRKG2,1,VASP_S157
23250,PRKG2,1,VASP_T278
23251,PRKG2,1,PLCB3_S1105
23252,PRKG2,1,PLCB3_S26
23253,PRKG2,1,PTS_S19
23254,PRKG2,1,PRKG2_S110
23255,PRKG2,1,PRKG2_S445
23256,PRKG2,1,PRKG2_T109
23257,PRKG2,1,PRKG2_S92
23258,PRKG2,1,PRKG2_S126
23259,PRKG2,1,PRKG2_S114
23260,PRKG2,1,PRKG2_S117
23261,PRKG2,1,PRKG1_S50
23262,PRKG2,1,LASP1_S146
23263,PRKG2,1,LASP1_S61
23264,ATM,1,MEN1_S394
23265,ATM,1,MEN1_S399
23266,ATM,1,ABLIM1_S452
23267,ATM,1,CHEK1_S317
23268,ATM,1,CHEK1_S345
23269,ATM,1,IKBKB_S682
23270,ATM,1,MDM4_S367
23271,ATM,1,MDM4_S403
23272,ATM,1,MDM4_S342
23273,ATM,1,PPM1G_S183
23274,ATM,1,LAMTOR5_S26
23275,ATM,1,LAT_S224
23276,ATM,1,DCX_S322
23277,ATM,1,BUB1_S314
23278,ATM,1,PPL_S1331
23279,ATM,1,NBN_S278
23280,ATM,1,NBN_S615
23281,ATM,1,NBN_S397
23282,ATM,1,NBN_S343
23283,ATM,1,RNF40_S853
23284,ATM,1,RNF40_S114
23285,ATM,1,RNF40_S819
23286,ATM,1,WDHD1_S1041
23287,ATM,1,RAD17_S635
23288,ATM,1,RAD17_S470
23289,ATM,1,RAD17_S559
23290,ATM,1,RAD17_S646
23291,ATM,1,RAD17_S656
23292,ATM,1,RAD17_S645
23293,ATM,1,RAD17_S480
23294,ATM,1,RAD17_S549
23295,ATM,1,NFAT5_S1197
23296,ATM,1,NFAT5_S1265
23297,ATM,1,NFAT5_S1215
23298,ATM,1,NFAT5_S1385
23299,ATM,1,NFAT5_S1247
23300,ATM,1,NFAT5_S1367
23301,ATM,1,UBR5_S1532
23302,ATM,1,UBR5_S2586
23303,ATM,1,UBR5_S174
23304,ATM,1,UBR5_S191
23305,ATM,1,UBR5_S1679
23306,ATM,1,EPN2_S173
23307,ATM,1,SNAPIN_S50
23308,ATM,1,CHEK2_S50
23309,ATM,1,CHEK2_T68
23310,ATM,1,CHEK2_S19
23311,ATM,1,CHEK2_S33
23312,ATM,1,CHEK2_S28
23313,ATM,1,CHEK2_S35
23314,ATM,1,CHEK2_T26
23315,ATM,1,NSD2_S102
23316,ATM,1,ABL1_S446
23317,ATM,1,ABL1_S465
23318,ATM,1,LMNA_S407
23319,ATM,1,SLC4A1_S29
23320,ATM,1,NR3C1_S508
23321,ATM,1,TP53_S33
23322,ATM,1,TP53_S15
23323,ATM,1,TP53_S37
23324,ATM,1,TP53_S20
23325,ATM,1,TP53_S9
23326,ATM,1,TP53_S46
23327,ATM,1,ITGB2_S745
23328,ATM,1,JUN_S249
23329,ATM,1,ADRB2_S401
23330,ATM,1,HSP90AA1_T7
23331,ATM,1,HSP90AA1_T5
23332,ATM,1,SP1_S101
23333,ATM,1,SP1_S56
23334,ATM,1,SRF_S435
23335,ATM,1,SRF_S446
23336,ATM,1,F5_S692
23337,ATM,1,XRCC6_S27
23338,ATM,1,XRCC6_S33
23339,ATM,1,CFTR_S813
23340,ATM,1,ATF2_S480
23341,ATM,1,ATF2_S490
23342,ATM,1,ATF2_S472
23343,ATM,1,ATF2_S498
23344,ATM,1,UCHL3_S75
23345,ATM,1,RPA2_T21
23346,ATM,1,RPA2_S29
23347,ATM,1,RPA2_S23
23348,ATM,1,H2AFX_S140
23349,ATM,1,CREB1_S121
23350,ATM,1,CREB1_S111
23351,ATM,1,CREB1_S107
23352,ATM,1,CREB1_S97
23353,ATM,1,CREB1_T100
23354,ATM,1,CREB1_S133
